980,148,1027,148,1027,209,980,209,*
1030,148,1129,148,1129,209,1030,209,THE
1150,158,1461,158,1461,203,1150,203,ROWLAND
1488,154,1803,154,1803,203,1488,203,"COMPANY,"
1834,154,1953,154,1953,203,1834,203,INC.
1007,217,1094,217,1094,266,1007,266,115
1096,220,1274,220,1274,257,1096,257,Madison
1296,220,1461,220,1461,261,1296,261,"Avenue,"
1483,220,1578,220,1578,257,1483,257,New
1600,220,1707,220,1707,261,1600,261,"York,"
1729,225,1816,225,1816,257,1729,257,N.Y.
1838,225,1945,225,1945,257,1838,257,10017
1284,276,1357,276,1357,315,1284,315,Tel.
1378,278,1475,278,1475,325,1378,325,(212)
1496,281,1675,281,1675,316,1496,316,688-1200
128,356,357,356,357,393,128,393,American
390,356,595,356,595,394,390,394,Tohacco
626,357,829,357,829,401,626,401,Company
1454,358,1687,358,1687,390,1454,390,December
1721,358,1795,358,1795,394,1721,394,"20,"
1842,354,1945,354,1945,390,1842,390,1982
128,420,209,420,209,455,128,455,245
244,421,357,421,357,457,244,457,Park
390,425,563,425,563,456,390,456,Avenue
125,483,215,483,215,512,125,512,New
245,479,382,479,382,518,245,518,"York,"
424,482,511,482,511,512,424,512,New
540,480,657,480,657,511,540,511,York
695,479,828,479,828,510,695,510,10017
1454,479,1536,479,1536,511,1454,511,Due
1571,479,1712,479,1712,511,1571,511,Date:
1779,478,2012,478,2012,511,1779,511,December
2068,474,2135,474,2135,514,2068,514,"30,"
2163,478,2270,478,2270,507,2163,507,1982
1454,591,1737,591,1737,624,1454,624,Attention:
1779,595,1853,595,1853,624,1779,624,Mr.
1896,591,2099,591,2099,624,1896,624,William
2134,595,2387,595,2387,624,2134,624,Stevenson
1779,654,2041,654,2041,694,1779,694,Marketing
2071,654,2358,654,2358,687,2071,687,Controller
1454,766,1832,766,1832,803,1454,803,Authorization
1867,770,1945,770,1945,803,1867,803,No.
1983,766,2124,766,2124,803,1983,803,M-173
1458,884,1663,884,1663,919,1458,919,Invoice
1692,884,1895,884,1895,919,1692,919,#805739
133,1004,478,1004,478,1032,133,1032,REIMBURSABLE
516,1004,803,1004,803,1032,516,1032,PRODUCTION
837,1000,1066,1000,1066,1032,837,1032,EXPENSES
130,1114,507,1114,507,1159,130,1159,Out-of-pocket
546,1116,629,1116,629,1153,546,1153,and
658,1114,949,1114,949,1153,658,1153,mechanical
986,1123,1217,1123,1217,1158,986,1158,expenses
137,1178,258,1178,258,1224,137,1224,paid
283,1179,332,1179,332,1211,283,1211,in
362,1180,624,1180,624,1220,362,1220,"November,"
666,1179,774,1179,774,1210,666,1210,1982
813,1175,874,1175,874,1222,813,1222,in
900,1176,1186,1176,1186,1212,900,1212,connection
129,1237,240,1237,240,1274,129,1274,with
279,1237,361,1237,361,1274,279,1274,the
395,1237,599,1237,599,1282,395,1282,Chicago
633,1237,774,1237,774,1282,633,1282,Lucky
812,1237,982,1237,982,1269,812,1269,Strike
1016,1237,1241,1237,1241,1278,1016,1278,Program:
1478,1348,1578,1348,1578,1388,1478,1388,Cost
1192,1416,1278,1416,1278,1449,1192,1449,Non
2196,1415,2399,1415,2399,1449,2196,1449,Service
1062,1468,1465,1468,1465,1515,1062,1515,Commissionable
1608,1471,2016,1471,2016,1507,1608,1507,Commissionable
2196,1476,2371,1476,2371,1515,2196,1515,Charge
2610,1470,2751,1470,2751,1513,2610,1513,Total
134,1594,337,1594,337,1632,134,1632,Froduct
370,1590,599,1590,599,1638,370,1638,sampling
1137,1591,1424,1591,1424,1629,1137,1629,"$18,303.11"
2553,1590,2837,1590,2837,1630,2553,1630,"$18,303.11"
1864,3234,2029,3234,2029,3265,1864,3265,Please
2068,3238,2149,3238,2149,3271,2068,3271,pay
2184,3230,2295,3230,2295,3265,2184,3265,this
2330,3234,2503,3234,2503,3265,2330,3265,amount
2583,3225,2719,3225,2719,3270,2583,3270,"$18,3"
2723,3225,2865,3225,2865,3269,2723,3269,03.11
