248,236,511,236,511,332,248,332,QLM
1763,240,1854,240,1854,275,1763,275,OLM
1871,241,2091,241,2091,278,1871,278,"Associates,"
2123,238,2187,238,2187,283,2123,283,Inc.
2416,235,2715,235,2715,297,2416,297,INVOICE
1746,326,1861,326,1861,366,1746,366,470
1850,333,1928,333,1928,367,1850,367,Wadl
1942,333,2049,333,2049,368,1942,368,Street
1764,381,1953,381,1953,416,1764,416,Princeton.
1972,382,2021,382,2021,416,1972,416,NJ
2038,382,2159,382,2159,415,2038,415,08540
1764,430,2021,430,2021,465,1764,465,609-680-177
376,858,479,858,479,900,376,900,The
516,855,803,855,803,902,516,902,American
848,854,1151,854,1151,911,848,911,Tobacco
1126,861,1367,861,1367,911,1126,911,Company
374,914,479,914,479,957,374,957,Six
516,918,803,918,803,959,516,959,Stamford
842,920,1015,920,1015,958,842,958,Forum
375,979,682,979,682,1024,375,1024,"Stamford,"
756,974,817,974,817,1028,756,1028,CT
841,979,1007,979,1007,1019,841,1019,06904
1825,850,1957,850,1957,882,1825,882,Invoice
1975,850,2037,850,2037,882,1975,882,No.
2150,862,2316,862,2316,899,2150,899,15311
1764,904,1871,904,1871,942,1764,942,Clien:
1885,899,1975,899,1975,946,1885,946,P.O.
1976,904,2037,904,2037,941,1976,941,No.
1884,962,1954,962,1954,1000,1884,1000,Job
1974,958,2042,958,2042,1005,1974,1005,No.
2146,980,2429,980,2429,1029,2146,1029,7310AM/A
2146,1038,2429,1038,2429,1079,2146,1079,November
2468,1041,2555,1041,2555,1085,2468,1085,"30,"
2610,1042,2737,1042,2737,1080,2610,1080,1992
2146,1094,2249,1094,2249,1137,2146,1137,Net
2292,1099,2353,1099,2353,1137,2292,1137,30
2394,1095,2531,1095,2531,1146,2394,1146,days
1950,1020,2039,1020,2039,1059,1950,1059,Date
374,1095,540,1095,540,1135,374,1135,Attn:
621,1095,716,1095,716,1137,621,1137,Mr.
766,1092,975,1092,975,1138,766,1138,Robert
1016,1090,1225,1090,1225,1147,1016,1147,spight
1925,1079,2037,1079,2037,1115,1925,1115,Terms
237,1294,465,1294,465,1338,237,1338,Description:
512,1334,691,1334,691,1365,512,1365,MISTY
732,1324,963,1324,963,1377,732,1377,$3.00
976,1324,1117,1324,1117,1377,976,1377,BONUS
1154,1334,1367,1334,1367,1365,1154,1365,COUPON
516,1616,927,1616,927,1673,516,1673,"Development,"
979,1620,1136,1620,1136,1666,979,1666,"Fees,"
1186,1620,1291,1620,1291,1657,1186,1657,Art
512,1675,653,1675,653,1715,512,1715,thru
691,1675,1070,1675,1070,1715,691,1715,Mechanical.
2193,1674,2241,1674,2241,1737,2193,1737,$
2243,1674,2497,1674,2497,1737,2243,1737,"3,645.00"
725,2672,820,2672,820,2712,725,2712,DEC
852,2650,933,2650,933,2690,852,2690,OB
966,2614,1077,2614,1077,2657,966,2657,19921
2161,3062,2321,3062,2321,3124,2161,3124,10000
2323,3054,2519,3054,2519,3115,2323,3115,7552/02
2523,3045,2798,3045,2798,3103,2523,3103,/2250041
226,3654,289,3654,289,3693,226,3693,Ali
286,3656,433,3656,433,3687,286,3687,uwcices
450,3662,503,3662,503,3687,450,3687,are
516,3656,665,3656,665,3695,516,3695,cayable
684,3654,793,3654,793,3693,684,3693,upon
788,3656,921,3656,921,3691,788,3691,receipt.
934,3654,961,3654,961,3687,934,3687,A
976,3662,1107,3662,1107,3687,976,3687,sevce
1122,3658,1249,3658,1249,3695,1122,3695,tage
1280,3654,1319,3654,1319,3693,1280,3693,of
1321,3654,1403,3654,1403,3693,1321,3693,1%
1412,3662,1467,3662,1467,3695,1412,3695,per
1484,3662,1649,3662,1649,3687,1484,3687,mornw
1684,3662,1725,3662,1725,3687,1684,3687,se
1742,3662,1858,3662,1858,3687,1742,3687,acoso
1876,3656,1953,3656,1953,3687,1876,3687,alter
1968,3654,2013,3654,2013,3687,1968,3687,30
2026,3656,2121,3656,2121,3695,2026,3695,days.
