367,59,537,59,537,155,367,155,尸
608,111,1771,111,1771,156,608,156,"FISHER-STEVENS,INC"
582,212,669,212,669,252,582,252,120
687,211,899,211,899,260,687,260,Brighton
920,208,1060,208,1060,250,920,250,Road.
1087,208,1265,208,1265,249,1087,249,Clifton.
1286,208,1399,208,1399,245,1286,245,New
1416,208,1574,208,1574,254,1416,254,Jersey
1591,204,1745,204,1745,245,1591,245,07012
125,329,311,329,311,365,125,365,SHIPPED
325,329,415,329,415,365,325,365,TO.
2572,616,2759,616,2759,660,2572,660,INVOICE
533,712,803,712,803,757,533,757,Leonard
850,712,995,712,995,757,850,757,Zahn
1046,720,1074,720,1074,757,1046,757,&
1117,709,1375,709,1375,765,1117,765,Assoc.
1387,716,1524,716,1524,757,1387,757,Inc.
536,773,719,773,719,829,536,829,P.O.
729,783,845,783,845,824,729,824,Box
887,779,995,779,995,824,887,824,523
1046,779,1111,779,1111,824,1046,824,13
1154,775,1420,775,1420,824,1154,824,Lincoln
1466,779,1611,779,1611,824,1466,824,Road
537,845,724,845,724,890,537,890,Graat
766,845,953,845,953,894,766,894,"Neck,"
1000,845,1115,845,1115,886,1000,886,New
1154,841,1303,841,1303,886,1154,886,York
1354,841,1536,841,1536,886,1354,886,11021
132,710,357,710,357,751,132,751,CHARGED
374,711,465,711,465,750,374,750,TO•
2620,716,2765,716,2765,768,2620,768,2379
2567,824,2695,824,2695,857,2567,857,TERMS:
2571,879,2637,879,2637,907,2571,907,NET
2650,879,2691,879,2691,907,2650,907,30
2704,879,2795,879,2795,907,2704,907,DAYS
540,946,689,946,689,1005,540,1005,ATTN
712,946,739,946,739,1005,712,1005,:
770,950,1037,950,1037,995,770,995,Leonard
1080,954,1145,954,1145,995,1080,995,S.
1200,954,1341,954,1341,995,1200,995,Zahn
171,1042,235,1042,235,1081,171,1081,OUR
238,1049,365,1049,365,1080,238,1080,ORDER
1058,1035,1163,1035,1163,1073,1058,1073,YOUR
1178,1033,1296,1033,1296,1072,1178,1072,ORDER
2046,1033,2249,1033,2249,1067,2046,1067,SALESMAN
2646,1032,2807,1032,2807,1066,2646,1066,INVOICE
2821,1035,2917,1035,2917,1066,2821,1066,DATE
232,1116,457,1116,457,1161,232,1161,1769-1
654,1120,883,1120,883,1161,654,1161,Letter
930,1116,1195,1116,1195,1161,930,1161,3-17-71
2602,1118,2735,1118,2735,1179,2602,1179,May
2780,1118,2891,1118,2891,1179,2780,1179,"21,"
2924,1118,3087,1118,3087,1179,2924,1179,1971
866,1250,1045,1250,1045,1283,866,1283,SERVICES
1942,1245,2141,1245,2141,1278,1942,1278,QUANTITY
2383,1237,2449,1237,2449,1271,2383,1271,PER
2463,1241,2507,1241,2507,1269,2463,1269,M.
2804,1240,2928,1240,2928,1270,2804,1270,TOTAL
500,1379,769,1379,769,1419,500,1419,COUNCIL
801,1375,942,1375,942,1428,801,1428,FOR
972,1375,1293,1375,1293,1428,972,1428,TOBACCO
1279,1375,1574,1375,1574,1419,1279,1419,RESEARCH
229,1500,615,1500,615,1559,229,1559,Addressing
654,1516,807,1516,807,1557,654,1557,your
846,1504,1120,1504,1120,1549,846,1549,Council
