260,32,443,32,443,73,260,73,929-5275
958,120,1373,120,1373,195,958,195,Adams
1424,120,1781,120,1781,194,1424,194,Letter
1828,120,2027,120,2027,203,1828,203,"Co.,"
2078,123,2303,123,2303,194,2078,194,Inc.
1337,237,1403,237,1403,278,1337,278,55
1437,237,1670,237,1670,278,1437,278,VANDAM
1708,237,1924,237,1924,278,1708,278,STREET
1287,307,1407,307,1407,350,1287,350,NEW
1441,307,1607,307,1607,357,1441,357,"YORK,"
1641,308,1696,308,1696,349,1641,349,N.
1729,308,1774,308,1774,350,1729,350,Y.
1812,311,1978,311,1978,354,1812,354,10013
2183,604,2366,604,2366,649,2183,649,APRIL
2417,604,2507,604,2507,657,2417,657,"17,"
2562,600,2699,600,2699,649,2562,649,1974
2008,628,2111,628,2111,653,2008,653,DATE
2011,753,2170,753,2170,777,2011,777,INYOICE
2193,742,2305,742,2305,775,2193,775,No
2304,738,2440,738,2440,770,2304,770,9511
366,808,623,808,623,850,366,850,COUNCIL
666,808,769,808,769,849,666,849,FOR
812,801,1133,801,1133,853,812,853,TOBACCO
1144,799,1403,799,1403,852,1144,852,RESEARCH
370,870,469,870,469,914,370,914,110
516,871,581,871,581,915,516,915,E.
632,870,769,870,769,914,632,914,59TH
812,866,915,866,915,911,812,911,ST.
366,936,475,936,475,975,366,975,NEW
516,934,691,934,691,986,516,986,"YORK,"
740,932,799,932,799,975,740,975,N.
850,929,915,929,915,975,850,975,Y.
968,929,1141,929,1141,969,968,969,10022
216,815,287,815,287,849,216,849,TO:
2012,874,2120,874,2120,899,2012,899,YOUR
2141,875,2274,875,2274,899,2141,899,ORDER
2296,874,2361,874,2361,899,2296,899,NO.
2015,1001,2145,1001,2145,1024,2015,1024,ROUTE
369,1062,544,1062,544,1104,369,1104,ATTN:
594,1057,767,1057,767,1109,594,1109,MR.
780,1055,997,1055,997,1106,780,1106,LEONARD
1040,1058,1182,1058,1182,1098,1040,1098,ZAHN
2016,1125,2157,1125,2157,1149,2016,1149,TERMS:
2212,1124,2286,1124,2286,1149,2212,1149,NET
2304,1124,2349,1124,2349,1150,2304,1150,30
1121,1496,1374,1496,1374,1537,1121,1537,COUNCIL
1420,1492,1524,1492,1524,1535,1420,1535,FOR
1568,1488,1880,1488,1880,1539,1568,1539,TOBACCO
1865,1488,2157,1488,2157,1530,1865,1530,RESEARCH
1210,1555,1430,1555,1430,1605,1210,1605,ANNUAL
1459,1553,1672,1553,1672,1603,1459,1603,REPORT
1719,1550,2045,1550,2045,1599,1719,1599,ENVELOPES
383,1691,594,1691,594,1742,383,1742,"16,500"
641,1691,968,1691,968,1732,641,1732,ENVELOPES
1012,1687,1265,1687,1265,1728,1012,1728,PRINTED
1312,1683,1378,1683,1378,1727,1312,1727,IN
1424,1683,1602,1683,1602,1725,1424,1725,BLACK
1650,1680,1756,1680,1756,1724,1650,1724,INK
379,1758,561,1758,561,1799,379,1799,WHITE
604,1754,749,1754,749,1795,604,1795,WOVE
811,1749,875,1749,875,1804,811,1804,-
869,1750,1081,1750,1081,1802,869,1802,"13,000"
1125,1750,1265,1750,1265,1789,1125,1789,WITH
1311,1746,1453,1746,1453,1787,1311,1787,BULK
1503,1743,1756,1743,1756,1785,1503,1785,INDICIA
1910,1669,1951,1669,1951,1730,1910,1730,6
1964,1669,2053,1669,2053,1729,1964,1729,1/2
2166,1677,2195,1677,2195,1720,2166,1720,x
2197,1666,2219,1666,2219,1727,2197,1727,9
2244,1669,2343,1669,2343,1719,2244,1719,1/2
2466,1669,2527,1669,2527,1713,2466,1713,28
2574,1670,2673,1670,2673,1714,2574,1714,LB.
1871,1740,2011,1740,2011,1784,1871,1784,3500
2054,1737,2311,1737,2311,1779,2054,1779,WITHOUT
2358,1734,2636,1734,2636,1778,2358,1778,INDICIA.
2282,1896,2533,1896,2533,1953,2282,1953,$445.00
387,2084,640,2084,640,2124,387,2124,SHIPPED
683,2083,786,2083,786,2124,683,2124,TO:
390,2146,607,2146,607,2187,390,2187,FISHER
650,2142,903,2142,903,2185,650,2185,STEVENS
390,2209,674,2209,674,2261,390,2261,"CLIFTON,"
722,2200,872,2200,872,2257,722,2257,N.
874,2197,902,2197,902,2257,874,2257,J.
2002,2312,2161,2312,2161,2362,2002,2362,NO
2174,2310,2250,2310,2250,2361,2174,2361,TAX
2358,2312,2470,2312,2470,2353,2358,2353,OUT
2511,2308,2578,2308,2578,2352,2511,2352,OF
2624,2308,2799,2308,2799,2351,2624,2351,STATE
2182,3004,2470,3004,2470,3065,2182,3065,|3051
