102,113,189,113,189,211,102,211,*
239,86,1149,86,1149,332,239,332,CMR
548,626,833,626,833,674,548,674,American
870,628,1115,628,1115,673,870,673,Tobacco
1154,633,1395,633,1395,682,1154,682,Company
568,684,673,684,673,733,568,733,Six
692,689,975,689,975,729,692,729,Stamford
1012,692,1185,692,1185,731,1012,731,Forum
550,745,853,745,853,794,550,794,"Stamford,"
904,745,974,745,974,786,904,786,CT
1050,750,1211,750,1211,786,1050,786,06904
195,632,286,632,286,669,195,669,TO:
1964,630,2125,630,2125,671,1964,671,DATE:
2212,630,2529,630,2529,678,2212,678,September
2568,630,2659,630,2659,679,2568,679,"27,"
2714,633,2839,633,2839,670,2714,670,1993
1964,746,2203,746,2203,787,1964,787,INVOICE
2244,746,2337,746,2337,783,2244,783,NO:
2426,746,2559,746,2559,784,2426,784,1358
546,925,678,925,678,960,546,960,Mrs.
740,918,936,918,936,968,740,968,Ellen
937,921,1145,921,1145,961,937,961,Ashkin
1982,918,2089,918,2089,965,1982,965,JOB
2100,926,2195,926,2195,961,2100,961,NO:
2238,918,2485,918,2485,961,2238,961,3-6-122
1973,976,2131,976,2131,1023,1973,1023,P.O.
2138,983,2229,983,2229,1019,2138,1019,NO:
196,924,429,924,429,963,196,963,CLIENT:
214,1150,314,1150,314,1199,214,1199,For
337,1150,753,1150,753,1199,337,1199,professional
800,1154,1074,1154,1074,1194,800,1194,services
1117,1154,1395,1154,1395,1194,1117,1194,rendered
1441,1150,1522,1150,1522,1199,1441,1199,in
1537,1154,1882,1154,1882,1194,1537,1194,connection
1921,1154,2087,1154,2087,1194,1921,1194,with:
192,1566,365,1566,365,1599,192,1599,MISTY
408,1560,573,1560,573,1607,408,1607,LOOK
584,1566,721,1566,721,1603,584,1603,BOOK
762,1566,1111,1566,1111,1603,762,1603,CONVERSION
192,1905,361,1905,361,1948,192,1948,Final
404,1901,649,1901,649,1955,404,1955,Billing
1958,1908,2271,1908,2271,1954,1958,1954,"$9,700.00"
2251,2120,2541,2120,2541,2172,2251,2172,ATTROVALS
2759,2146,2858,2146,2858,2170,2759,2170,DATE:
2414,2200,2585,2200,2585,2274,2414,2274,Ehe
2432,2320,2702,2320,2702,2444,2432,2444,RS7
1134,3476,1271,3476,1271,3521,1134,3521,CMR
1304,3476,1491,3476,1491,3521,1304,3521,Market
1522,3476,1787,3476,1787,3521,1522,3521,Research
1818,3476,1907,3476,1907,3521,1818,3521,Inc.
1008,3546,1095,3546,1095,3587,1008,3587,518
1118,3542,1229,3542,1229,3587,1118,3587,Fifth
1254,3546,1457,3546,1457,3595,1254,3595,"Avenue,"
1488,3546,1603,3546,1603,3591,1488,3591,New
1626,3546,1749,3546,1749,3595,1626,3595,"York,"
1784,3546,1859,3546,1859,3587,1784,3587,NY
1888,3546,2037,3546,2037,3591,1888,3591,10036
1046,3612,1161,3612,1161,3667,1046,3667,(212)
1188,3612,1429,3612,1429,3657,1188,3657,944-4545
1492,3612,1595,3612,1595,3657,1492,3657,Fax:
1626,3612,1745,3612,1745,3667,1626,3667,(212)
1772,3612,2003,3612,2003,3657,1772,3657,944-1969
