1792,675,1980,675,1980,676,1792,676,lease
2027,564,2111,564,2111,615,2027,615,pr
1919,770,2022,770,2022,747,1919,747,SS
2024,681,2416,681,2416,414,2024,414,665S-163-003
1998,807,2235,807,2235,739,1998,739,Michal
2273,615,2351,615,2351,667,2273,667,P.
2372,536,2563,536,2563,509,2372,509,May
1254,598,1337,598,1337,630,1254,630,FTI
1374,594,1683,594,1683,641,1374,641,"Consulting,"
1726,603,1831,603,1831,635,1726,635,Inc.
1466,774,1661,774,1661,808,1466,808,Invoice
154,887,357,887,357,928,154,928,Michael
388,886,557,886,557,928,388,928,"Manly,"
601,891,708,891,708,931,601,931,Esq.
2341,894,2461,894,2461,938,2341,938,July
2491,899,2565,899,2565,936,2491,936,"29,"
2612,899,2724,899,2724,934,2612,934,1999
2200,952,2279,952,2279,990,2200,990,FTI
2316,953,2517,953,2517,992,2316,992,Invoice
2550,957,2841,957,2841,997,2550,997,No.7004427
154,950,294,950,294,982,154,982,Jones
333,950,419,950,419,990,333,990,Day
439,944,645,944,645,993,439,993,Reavis
666,950,686,950,686,978,666,978,&
725,950,865,950,865,990,725,990,Pogue
140,1004,241,1004,241,1042,140,1042,77
250,1003,317,1003,317,1041,250,1041,W.
332,1007,507,1007,507,1041,332,1041,Wacker
154,1066,378,1066,378,1107,154,1107,"Chicago,"
425,1066,478,1066,478,1099,425,1099,IL
2138,1014,2221,1014,2221,1049,2138,1049,FTI
2254,1011,2341,1011,2341,1049,2254,1049,Job
2372,1016,2449,1016,2449,1050,2372,1050,No.
2525,1017,2841,1017,2841,1055,2525,1055,008180.0019
542,1066,685,1066,685,1099,542,1099,60601
2490,1078,2633,1078,2633,1110,2490,1110,Terms
2668,1080,2757,1080,2757,1112,2668,1112,NET
2788,1081,2841,1081,2841,1111,2788,1111,30
2052,1132,2253,1132,2253,1165,2052,1165,FEDERAL
2286,1132,2391,1132,2391,1167,2286,1167,I.D.
2432,1134,2509,1134,2509,1167,2432,1167,NO.
2554,1135,2841,1135,2841,1172,2554,1172,52-1261113
154,1304,232,1304,232,1336,154,1336,Re:
275,1304,478,1304,478,1336,275,1336,Tobacco
516,1300,753,1300,753,1344,516,1344,Industry
783,1304,928,1304,928,1336,783,1336,State
962,1304,1044,1304,1044,1336,962,1336,Fee
1079,1300,1403,1300,1403,1336,1079,1336,Arbitration
158,1420,357,1420,357,1454,158,1454,Current
395,1416,599,1416,599,1454,395,1454,Invoice
633,1415,832,1415,832,1454,633,1454,Period:
870,1415,1074,1415,1074,1462,870,1462,Charges
1112,1418,1286,1418,1286,1454,1112,1454,Posted
1320,1418,1524,1418,1524,1462,1320,1462,through
1551,1418,1684,1418,1684,1465,1551,1465,July
1700,1425,1774,1425,1774,1461,1700,1461,"30,"
1816,1424,1928,1424,1928,1456,1816,1456,1999
190,1834,541,1834,541,1865,190,1865,PROFESSIONAL
576,1834,807,1834,807,1865,576,1865,SERVICES
337,1891,511,1891,511,1924,337,1924,Hawaii
2586,1904,2845,1904,2845,1937,2586,1937,"18,065.00"
337,1954,453,1954,453,1982,337,1982,Iowa
2616,1962,2845,1962,2845,1995,2616,1995,"1,812.50"
338,2004,569,2004,569,2041,338,2041,Illinois
2431,2014,2473,2014,2473,2060,2431,2060,%24
2440,2074,2461,2074,2461,2111,2440,2111,2$
2616,2020,2845,2020,2845,2053,2616,2053,"3,880.00"
338,2069,511,2069,511,2099,338,2099,Kansas
2616,2079,2845,2079,2845,2110,2616,2110,"2,260.00"
338,2126,603,2126,603,2157,338,2157,Louisiana
2618,2138,2849,2138,2849,2173,2618,2173,"3,495.00"
337,2184,719,2184,719,2215,337,2215,Massachusetts
2678,2195,2849,2195,2849,2230,2678,2230,101.25
337,2240,482,2240,482,2275,337,2275,Maine
2620,2254,2845,2254,2845,2287,2620,2287,"1,918.75"
337,2298,575,2298,575,2342,337,2342,Michigan
2620,2312,2845,2312,2845,2345,2620,2345,"3,332.50"
338,2358,453,2358,453,2391,338,2391,Ohio
2616,2372,2849,2372,2849,2403,2616,2403,"2,422.50"
337,2412,574,2412,574,2451,337,2451,Oklahoma
2442,2426,2461,2426,2461,2461,2442,2461,24
2616,2430,2849,2430,2849,2465,2616,2465,"2,057.50"
341,2471,544,2471,544,2515,341,2515,Project
575,2479,874,2479,874,2515,575,2515,Management
2590,2488,2849,2488,2849,2521,2590,2521,"14,637.50"
341,2537,515,2537,515,2565,341,2565,Puerto
550,2533,665,2533,665,2565,550,2565,Rico
2620,2546,2849,2546,2849,2582,2620,2582,"1,355.00"
338,2590,457,2590,457,2628,338,2628,Utah
2442,2600,2463,2600,2463,2637,2442,2637,24
2620,2604,2849,2604,2849,2636,2620,2636,"3,437.50"
1529,2707,1670,2707,1670,2746,1529,2746,Total
1708,2709,2053,2709,2053,2750,1708,2750,Professional
2087,2714,2316,2714,2316,2751,2087,2751,Services
2442,2716,2465,2716,2465,2757,2442,2757,24
2590,2722,2849,2722,2849,2755,2590,2755,"58,775.00"
195,2829,424,2829,424,2861,195,2861,EXPENSES
340,2884,515,2884,515,2921,340,2921,Client
550,2884,961,2884,961,2921,550,2921,Communications
2620,2896,2849,2896,2849,2929,2620,2929,"2,000.00"
340,2943,607,2943,607,2984,340,2984,Equipment
640,2944,815,2944,815,2977,640,2977,Rental
